PERIODO,CVE_ENT,ENTIDAD,CLAVE_INDUSTRIA,INDUSTRIA,VALOR_CONSTANTE,VALOR_CORRIENTE
2005,0,Nacional,311,Industria alimentaria,720254.583,351645.803
2006,0,Nacional,311,Industria alimentaria,732790.798,368916.37300000014
2007,0,Nacional,311,Industria alimentaria,748035.34,410989.68700000015
2008,0,Nacional,311,Industria alimentaria,757415.7860000001,454872.732
2009,0,Nacional,311,Industria alimentaria,755945.1669999999,492040.794
2010,0,Nacional,311,Industria alimentaria,769648.4380000004,522585.884
2011,0,Nacional,311,Industria alimentaria,790430.1989999999,577659.388
2012,0,Nacional,311,Industria alimentaria,810363.5150000001,638707.6999999998
2013,0,Nacional,311,Industria alimentaria,817512.25,665120.7299999999
2014,0,Nacional,311,Industria alimentaria,826184.2330000001,688213.518
2015,0,Nacional,311,Industria alimentaria,845693.7030000001,737697.289
2016,0,Nacional,311,Industria alimentaria,868766.3310000001,800255.0079999999
2017,0,Nacional,311,Industria alimentaria,887634.1900000002,858762.5769999997
2018,0,Nacional,311,Industria alimentaria,911713.772,911713.772
2019,0,Nacional,311,Industria alimentaria,931707.084,952874.711
2020,0,Nacional,311,Industria alimentaria,939987.578,1007126.245
2021,0,Nacional,311,Industria alimentaria,963401.239,1119353.346
2022,0,Nacional,311,Industria alimentaria,992081.421,1283024.654
2023,0,Nacional,311,Industria alimentaria,987766.8680000002,1361017.1710000006
2003,0,Nacional,312,Industria de las bebidas y del tabaco,147409.08099999998,76697.626
2004,0,Nacional,312,Industria de las bebidas y del tabaco,156906.44599999997,83126.34999999999
2005,0,Nacional,312,Industria de las bebidas y del tabaco,166139.49799999996,92028.16499999998
2006,0,Nacional,312,Industria de las bebidas y del tabaco,174957.95299999998,100363.50999999998
2007,0,Nacional,312,Industria de las bebidas y del tabaco,178954.81699999995,105000.246
2008,0,Nacional,312,Industria de las bebidas y del tabaco,184269.5000000001,108980.308
2009,0,Nacional,312,Industria de las bebidas y del tabaco,185060.97000000003,117573.398
2010,0,Nacional,312,Industria de las bebidas y del tabaco,184723.24600000007,121379.009
2011,0,Nacional,312,Industria de las bebidas y del tabaco,191875.33,129774.356
2012,0,Nacional,312,Industria de las bebidas y del tabaco,195964.284,137855.946
2013,0,Nacional,312,Industria de las bebidas y del tabaco,196722.26,142964.322
2014,0,Nacional,312,Industria de las bebidas y del tabaco,202425.498,153894.44799999995
2015,0,Nacional,312,Industria de las bebidas y del tabaco,210672.448,168528.049
2016,0,Nacional,312,Industria de las bebidas y del tabaco,224099.064,200763.70499999987
2017,0,Nacional,312,Industria de las bebidas y del tabaco,231441.138,223136.72
2018,0,Nacional,312,Industria de las bebidas y del tabaco,240174.37,240174.37
2019,0,Nacional,312,Industria de las bebidas y del tabaco,247999.32600000003,260097.445
2020,0,Nacional,312,Industria de las bebidas y del tabaco,229972.663,251882.693
2021,0,Nacional,312,Industria de las bebidas y del tabaco,248237.667,284452.045
2022,0,Nacional,312,Industria de las bebidas y del tabaco,260002.84499999997,324707.113
2023,0,Nacional,312,Industria de las bebidas y del tabaco,249821.01799999995,329484.579
2003,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",49781.09299999999,26373.708
2004,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",53098.867,28623.688
2005,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",51204.20999999999,28482.51000000001
2006,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",52188.892,29764.23
2007,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",51424.77,30082.18800000001
2008,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",48043.05600000001,29668.035
2009,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",45463.178,29993.464
2010,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",47654.401000000005,32854.50800000001
2011,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",45859.804,34027.028999999995
2012,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",47096.058,36165.127
2013,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",46219.16800000001,35576.348999999995
2014,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",46875.941,36503.56299999999
2015,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",49381.67799999999,40953.02999999999
2016,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",50206.848,44326.773
2017,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",47898.11099999998,45200.071
2018,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",49842.207,49842.207
2019,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",48389.49399999999,49155.76499999999
2020,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",39822.74999999999,41707.351
2021,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",49076.989,54530.92499999997
2022,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",48066.112000000016,58446.57300000001
2023,0,Nacional,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",45036.63,55096.52
2003,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",101839.98100000004,58872.577000000005
2004,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",104386.39900000003,61783.417
2005,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",100901.12699999998,61037.25800000001
2006,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",99372.961,62976.86999999998
2007,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",96253.29200000004,61341.931
2008,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",99717.647,65700.91200000001
2009,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",98129.822,66061.10500000001
2010,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",100017.20000000004,67026.03900000002
2011,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",96182.982,68965.406
2012,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",98752.91300000002,76533.13299999999
2013,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",99046.714,76918.07499999998
2014,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",101354.602,81134.11800000003
2015,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",104163.634,94532.014
2016,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",102480.899,97063.41400000002
2017,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",101626.491,98556.753
2018,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",102619.767,102619.767
2019,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",99864.25800000002,104246.406
2020,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",78849.67600000002,85633.24200000001
2021,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",87575.18199999997,100611.474
2022,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",92535.794,115854.851
2023,0,Nacional,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",87789.506,109651.76
2003,0,Nacional,321,Industria de la madera,36263.654,17212.569000000003
2004,0,Nacional,321,Industria de la madera,36822.36300000001,18460.955
2005,0,Nacional,321,Industria de la madera,36010.306000000004,19446.825
2006,0,Nacional,321,Industria de la madera,36721.367,20332.326
2007,0,Nacional,321,Industria de la madera,37558.519000000015,22333.48
2008,0,Nacional,321,Industria de la madera,34912.25299999999,21199.999000000007
2009,0,Nacional,321,Industria de la madera,32041.829,20853.270999999997
2010,0,Nacional,321,Industria de la madera,33571.895,22412.308000000005
2011,0,Nacional,321,Industria de la madera,35035.37399999999,25000.651
2012,0,Nacional,321,Industria de la madera,39134.68699999999,29329.963
2013,0,Nacional,321,Industria de la madera,37988.085,29197.159
2014,0,Nacional,321,Industria de la madera,37031.61799999998,28975.062000000005
2015,0,Nacional,321,Industria de la madera,38713.72600000001,33000.71
2016,0,Nacional,321,Industria de la madera,38457.92199999999,35303.130999999994
2017,0,Nacional,321,Industria de la madera,39257.16200000001,38694.72699999999
2018,0,Nacional,321,Industria de la madera,38837.81500000001,38837.81500000001
2019,0,Nacional,321,Industria de la madera,38608.02099999999,40727.225000000006
2020,0,Nacional,321,Industria de la madera,37692.04599999999,40749.52699999999
2021,0,Nacional,321,Industria de la madera,41026.458000000006,47055.97
2022,0,Nacional,321,Industria de la madera,39869.324,54180.86200000001
2023,0,Nacional,321,Industria de la madera,35784.485,49391.40000000001
2003,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,84027.59999999998,41371.505
2004,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,86594.91,45367.686
2005,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,89637.535,49463.74900000001
2006,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,94248.688,53198.924
2007,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,96388.93,56603.381
2008,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,98334.381,61011.071
2009,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,96069.25800000002,64485.109
2010,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,101425.966,69228.369
2011,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,102139.78900000002,72689.44500000004
2012,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,104620.56600000002,78473.65599999997
2013,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,104182.098,81222.98399999997
2014,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,109341.03800000002,85711.04
2015,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,114074.647,95021.38700000002
2016,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,118609.316,105156.76399999997
2017,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,122937.24799999998,115834.367
2018,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,126255.77700000002,126255.77700000002
2019,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,123965.686,129851.50600000002
2020,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,119900.653,129304.203
2021,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,129573.66200000004,146023.881
2022,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,134380.273,168428.74800000005
2023,0,Nacional,322-323,Industria del papel; Impresión e industrias conexas,128379.61,164118.29399999997
2003,0,Nacional,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,796466.3039999999,254662.909
2004,0,Nacional,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,821247.0449999999,316611.943
2005,0,Nacional,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,821261.4120000001,283866.37200000003
2006,0,Nacional,324-326,Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule,835267.5260000001,413162.7090000001
