PERIODO,CVE_ENT,ENTIDAD,CLAVE_INDUSTRIA,INDUSTRIA,VALOR_CONSTANTE,VALOR_CORRIENTE
2022,3,Baja California Sur,72,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,24827.43,31101.131
2023,3,Baja California Sur,72,Servicios de alojamiento temporal y de preparación de alimentos y bebidas,23947.346,32439.613
2003,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,2558.449,1547.638
2004,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,2559.006,1618.402
2005,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,2696.232,1754.134
2006,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,2899.498,1951.221
2007,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,3042.702,2115.976
2008,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,3109.425,2259.246
2009,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,3103.637,2375.232
2010,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,3194.503,2525.867
2011,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,3242.687,2616.567
2012,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,3377.43,2810.472
2013,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,3384.479,2894.291
2014,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,3409.896,3025.771
2015,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,3463.976,3142.879
2016,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,3530.169,3299.399
2017,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,3584.652,3507.505
2018,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,3636.827,3636.827
2019,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,3718.881,3919.426
2020,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,3108.559,3482.16
2021,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,3380.818,3992.79
2022,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,3665.749,4736.068
2023,3,Baja California Sur,81,Otros servicios excepto actividades gubernamentales,3783.445,5315.001
2003,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",5784.002,2657.194
2004,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",5797.427,2851.832
2005,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",5892.227,3115.995
2006,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",6017.643,3455.895
2007,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",6054.411,3766.273
2008,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",5837.95,3936.363
2009,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",6513.411,4761.978
2010,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",6876.301,5250.085
2011,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",7188.886,5713.065
2012,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",7481.31,6192.864
2013,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",7464.392,6343.143
2014,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",7654.986,6810.445
2015,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",7874.485,7066.936
2016,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",8156.331,7536.962
2017,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",7995.462,7743.515
2018,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",8209.183,8209.183
2019,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",7880.676,8413.137
2020,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",8037.48,8980.612
2021,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",8050.648,9324.826
2022,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",8492.113,10353.55
2023,3,Baja California Sur,93,"Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales",8540.796,11159.826
2003,4,Campeche,PIB,Producto interno bruto,986877.724,316831.21800000005
2004,4,Campeche,PIB,Producto interno bruto,998062.315,437084.48300000007
2005,4,Campeche,PIB,Producto interno bruto,985831.295,524829.514
2006,4,Campeche,PIB,Producto interno bruto,959641.063,587855.443
2007,4,Campeche,PIB,Producto interno bruto,897799.8550000001,635062.682
2008,4,Campeche,PIB,Producto interno bruto,828677.1680000001,720109.322
2009,4,Campeche,PIB,Producto interno bruto,753908.784,514834.019
2010,4,Campeche,PIB,Producto interno bruto,730232.3240000001,591706.916
2011,4,Campeche,PIB,Producto interno bruto,711663.1910000001,757181.981
2012,4,Campeche,PIB,Producto interno bruto,691262.004,743570.9599999998
2013,4,Campeche,PIB,Producto interno bruto,692549.897,679681.201
2014,4,Campeche,PIB,Producto interno bruto,685992.0249999999,683220.0940000002
2015,4,Campeche,PIB,Producto interno bruto,700310.7410000002,461914.659
2016,4,Campeche,PIB,Producto interno bruto,663239.2419999999,438869.6390000001
2017,4,Campeche,PIB,Producto interno bruto,595666.96,516198.928
2018,4,Campeche,PIB,Producto interno bruto,564591.056,564591.056
2019,4,Campeche,PIB,Producto interno bruto,541962.926,637425.7980000001
2020,4,Campeche,PIB,Producto interno bruto,500514.726,460883.756
2021,4,Campeche,PIB,Producto interno bruto,489604.295,481706.565
2022,4,Campeche,PIB,Producto interno bruto,472680.024,489049.299
2023,4,Campeche,PIB,Producto interno bruto,514860.222,607713.2119999999
2003,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",6627.781,2344.977
2004,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",6793.411,2215.974
2005,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",7381.489,2241.029
2006,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",7620.932,2016.604
2007,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",7316.559,2236.661
2008,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",7717.395,1070.739
2009,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",7109.166,2906.57
2010,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",6684.218,2847.794
2011,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",6573.125,2322.82
2012,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",6319.882,2087.793
2013,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",6205.458,3287.266
2014,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",6382.911,4865.067
2015,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",12637.221,9206.037
2016,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",11571.901,9508.867
2017,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",10165.708,8525.764
2018,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",9183.129,9183.129
2019,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",9394.389,10529.628
2020,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",5108.748,6852.747
2021,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",9041.695,11522.298
2022,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",8787.288,9923.347
2023,4,Campeche,D.21-D.31,"Impuestos sobre los productos, netos",10147.895,14205.614
2003,4,Campeche,VAB,Valor agregado bruto,980249.943,314486.24100000004
2004,4,Campeche,VAB,Valor agregado bruto,991268.904,434868.5090000001
2005,4,Campeche,VAB,Valor agregado bruto,978449.806,522588.485
2006,4,Campeche,VAB,Valor agregado bruto,952020.131,585838.8389999999
2007,4,Campeche,VAB,Valor agregado bruto,890483.2960000001,632826.0210000001
2008,4,Campeche,VAB,Valor agregado bruto,820959.773,719038.5830000001
2009,4,Campeche,VAB,Valor agregado bruto,746799.618,511927.449
2010,4,Campeche,VAB,Valor agregado bruto,723548.1060000001,588859.122
2011,4,Campeche,VAB,Valor agregado bruto,705090.0660000001,754859.1610000001
2012,4,Campeche,VAB,Valor agregado bruto,684942.122,741483.1669999999
2013,4,Campeche,VAB,Valor agregado bruto,686344.439,676393.935
2014,4,Campeche,VAB,Valor agregado bruto,679609.114,678355.0270000001
2015,4,Campeche,VAB,Valor agregado bruto,687673.5200000001,452708.622
2016,4,Campeche,VAB,Valor agregado bruto,651667.3409999999,429360.77200000006
2017,4,Campeche,VAB,Valor agregado bruto,585501.252,507673.164
2018,4,Campeche,VAB,Valor agregado bruto,555407.927,555407.927
2019,4,Campeche,VAB,Valor agregado bruto,532568.537,626896.17
2020,4,Campeche,VAB,Valor agregado bruto,495405.978,454031.009
2021,4,Campeche,VAB,Valor agregado bruto,480562.6,470184.26699999993
2022,4,Campeche,VAB,Valor agregado bruto,463892.736,479125.952
2023,4,Campeche,VAB,Valor agregado bruto,504712.327,593507.598
2003,4,Campeche,1,Actividades primarias,3334.985,1626.281
2004,4,Campeche,1,Actividades primarias,4124.897000000001,2111.32
2005,4,Campeche,1,Actividades primarias,4238.917,2401.024
2006,4,Campeche,1,Actividades primarias,4728.508,2713.495
2007,4,Campeche,1,Actividades primarias,3522.3680000000004,2196.2000000000003
2008,4,Campeche,1,Actividades primarias,4092.09,2790.863
2009,4,Campeche,1,Actividades primarias,4255.562,2905.442
2010,4,Campeche,1,Actividades primarias,4964.887000000001,3762.151
2011,4,Campeche,1,Actividades primarias,4552.409000000001,3879.435
2012,4,Campeche,1,Actividades primarias,4618.517,3815.163000000001
2013,4,Campeche,1,Actividades primarias,4797.827,3681.611
2014,4,Campeche,1,Actividades primarias,5384.054,4354.282999999999
2015,4,Campeche,1,Actividades primarias,5767.381,4945.482999999999
2016,4,Campeche,1,Actividades primarias,6276.866,6067.563999999999
2017,4,Campeche,1,Actividades primarias,6263.55,6001.387000000001
2018,4,Campeche,1,Actividades primarias,6495.614999999999,6495.614999999999
2019,4,Campeche,1,Actividades primarias,6235.737,6532.653
2020,4,Campeche,1,Actividades primarias,6444.039,7440.07
2021,4,Campeche,1,Actividades primarias,6832.877,9440.507
2022,4,Campeche,1,Actividades primarias,5981.548,9327.97
2023,4,Campeche,1,Actividades primarias,6127.56,10806.793
2003,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",3334.985,1626.281
2004,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",4124.897000000001,2111.32
2005,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",4238.917,2401.024
2006,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",4728.508,2713.495
2007,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",3522.3680000000004,2196.2000000000003
2008,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",4092.09,2790.863
2009,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",4255.562,2905.442
2010,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",4964.887000000001,3762.151
2011,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",4552.409000000001,3879.435
2012,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",4618.517,3815.163000000001
2013,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",4797.827,3681.611
2014,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",5384.054,4354.282999999999
2015,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",5767.381,4945.482999999999
2016,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",6276.866,6067.563999999999
2017,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",6263.55,6001.387000000001
2018,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",6495.614999999999,6495.614999999999
2019,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",6235.737,6532.653
2020,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",6444.039,7440.07
2021,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",6832.877,9440.507
2022,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",5981.548,9327.97
2023,4,Campeche,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",6127.56,10806.793
2003,4,Campeche,111,Agricultura,1365.689,516.494
2004,4,Campeche,111,Agricultura,2016.742,861.417
2005,4,Campeche,111,Agricultura,1984.994,855.662
2006,4,Campeche,111,Agricultura,2589.295,1286.852
2007,4,Campeche,111,Agricultura,1634.354,973.026
2008,4,Campeche,111,Agricultura,1874.91,1305.027
2009,4,Campeche,111,Agricultura,2254.277,1569.412
2010,4,Campeche,111,Agricultura,2863.379,2283.76
2011,4,Campeche,111,Agricultura,2389.213,2331.661
2012,4,Campeche,111,Agricultura,2522.029,2287.88
2013,4,Campeche,111,Agricultura,2764.487,2115.095
2014,4,Campeche,111,Agricultura,3361.08,2601.493
2015,4,Campeche,111,Agricultura,3324.884,2740.874
2016,4,Campeche,111,Agricultura,3980.593,4000.285
2017,4,Campeche,111,Agricultura,4120.545,3879.135
2018,4,Campeche,111,Agricultura,4155.544,4155.544
2019,4,Campeche,111,Agricultura,4096.36,4265.036
2020,4,Campeche,111,Agricultura,4321.339,5048.987
2021,4,Campeche,111,Agricultura,4503.977,6542.992
2022,4,Campeche,111,Agricultura,3690.154,5933.632
2023,4,Campeche,111,Agricultura,3987.226,7603.597
2003,4,Campeche,112,Cría y explotación de animales,1280.933,589.784
2004,4,Campeche,112,Cría y explotación de animales,1347.438,710.033
2005,4,Campeche,112,Cría y explotación de animales,1285.138,776.145
2006,4,Campeche,112,Cría y explotación de animales,1316.721,794.205
2007,4,Campeche,112,Cría y explotación de animales,1376.428,783.615
2008,4,Campeche,112,Cría y explotación de animales,1422.163,820.368
2009,4,Campeche,112,Cría y explotación de animales,1398.118,842.039
2010,4,Campeche,112,Cría y explotación de animales,1439.873,956.113
2011,4,Campeche,112,Cría y explotación de animales,1404.418,918.954
2012,4,Campeche,112,Cría y explotación de animales,1432.481,1035.921
2013,4,Campeche,112,Cría y explotación de animales,1462.715,1120.495
2014,4,Campeche,112,Cría y explotación de animales,1409.121,1228.038
2015,4,Campeche,112,Cría y explotación de animales,1502.683,1457.9
2016,4,Campeche,112,Cría y explotación de animales,1378.061,1290.691
2017,4,Campeche,112,Cría y explotación de animales,1382.068,1327.487
2018,4,Campeche,112,Cría y explotación de animales,1500.016,1500.016
2019,4,Campeche,112,Cría y explotación de animales,1471.607,1492.593
2020,4,Campeche,112,Cría y explotación de animales,1468.812,1617.271
2021,4,Campeche,112,Cría y explotación de animales,1535.52,1850.345
2022,4,Campeche,112,Cría y explotación de animales,1557.43,2080.02
2023,4,Campeche,112,Cría y explotación de animales,1504.432,2187.979
2003,4,Campeche,114,"Pesca, caza y captura",478.196,354.238
2004,4,Campeche,114,"Pesca, caza y captura",392.545,282.332
2005,4,Campeche,114,"Pesca, caza y captura",387.266,278.901
2006,4,Campeche,114,"Pesca, caza y captura",350.786,259.236
2007,4,Campeche,114,"Pesca, caza y captura",314.521,275.499
2008,4,Campeche,114,"Pesca, caza y captura",332.872,260.694
2009,4,Campeche,114,"Pesca, caza y captura",384.988,317.865
2010,4,Campeche,114,"Pesca, caza y captura",469.472,369.044
2011,4,Campeche,114,"Pesca, caza y captura",505.545,423.231
2012,4,Campeche,114,"Pesca, caza y captura",533.601,384.034
2013,4,Campeche,114,"Pesca, caza y captura",441.15,340.412
2014,4,Campeche,114,"Pesca, caza y captura",478.273,414.08
2015,4,Campeche,114,"Pesca, caza y captura",616.268,462.325
2016,4,Campeche,114,"Pesca, caza y captura",631.277,511.02
2017,4,Campeche,114,"Pesca, caza y captura",543.958,585.782
2018,4,Campeche,114,"Pesca, caza y captura",665.682,665.682
2019,4,Campeche,114,"Pesca, caza y captura",492.265,595.448
2020,4,Campeche,114,"Pesca, caza y captura",466.732,575.966
2021,4,Campeche,114,"Pesca, caza y captura",599.487,823.229
2022,4,Campeche,114,"Pesca, caza y captura",557.149,1083.743
2023,4,Campeche,114,"Pesca, caza y captura",451.898,771.671
2003,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",210.167,165.765
2004,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",368.172,257.538
2005,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",581.519,490.316
2006,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",471.706,373.202
2007,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",197.065,164.06
2008,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",462.145,404.774
2009,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",218.179,176.126
2010,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",192.163,153.234
2011,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",253.233,205.589
2012,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",130.406,107.328
2013,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",129.475,105.609
2014,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",135.58,110.672
2015,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",323.546,284.384
2016,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",286.935,265.568
2017,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",216.979,208.983
2018,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",174.373,174.373
2019,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",175.505,179.576
2020,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",187.156,197.846
2021,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",193.893,223.941
2022,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",176.815,230.575
2023,4,Campeche,"113,115","Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales",184.004,243.546
2003,4,Campeche,2,Actividades secundarias,901517.078,277309.875
2004,4,Campeche,2,Actividades secundarias,907722.738,393299.3760000001
2005,4,Campeche,2,Actividades secundarias,892658.0449999999,476934.686
2006,4,Campeche,2,Actividades secundarias,863238.679,536010.7119999999
2007,4,Campeche,2,Actividades secundarias,802200.7370000001,578790.9160000001
2008,4,Campeche,2,Actividades secundarias,728484.768,659143.6950000001
2009,4,Campeche,2,Actividades secundarias,658014.561,452292.915
2010,4,Campeche,2,Actividades secundarias,630598.0590000001,523144.841
2011,4,Campeche,2,Actividades secundarias,609132.0560000001,684084.371
2012,4,Campeche,2,Actividades secundarias,586352.5719999999,664748.355
2013,4,Campeche,2,Actividades secundarias,584412.139,595117.955
2014,4,Campeche,2,Actividades secundarias,576412.61,591481.7350000001
2015,4,Campeche,2,Actividades secundarias,582274.0150000001,360258.635
2016,4,Campeche,2,Actividades secundarias,551016.3679999999,335742.06500000006
2017,4,Campeche,2,Actividades secundarias,486447.564,412257.21
2018,4,Campeche,2,Actividades secundarias,456689.619,456689.619
2019,4,Campeche,2,Actividades secundarias,433352.189,523670.079
2020,4,Campeche,2,Actividades secundarias,401949.82,350077.79299999995
2021,4,Campeche,2,Actividades secundarias,382133.115,357273.06399999995
2022,4,Campeche,2,Actividades secundarias,366277.948,358849.012
2023,4,Campeche,2,Actividades secundarias,403694.018,462926.563
2003,4,Campeche,21,Minería,862529.479,259843.545
2004,4,Campeche,21,Minería,864124.162,371733.274
2005,4,Campeche,21,Minería,838681.453,449841.717
2006,4,Campeche,21,Minería,800409.809,502414.508
2007,4,Campeche,21,Minería,745871.4480000001,547603.6190000001
2008,4,Campeche,21,Minería,683379.672,631859.7490000001
2009,4,Campeche,21,Minería,611787.413,423603.16
2010,4,Campeche,21,Minería,581957.4210000001,491682.184
2011,4,Campeche,21,Minería,564790.292,654734.684
2012,4,Campeche,21,Minería,541472.868,632953.571
2013,4,Campeche,21,Minería,541344.167,564592.36
2014,4,Campeche,21,Minería,534809.646,560589.9160000001
2015,4,Campeche,21,Minería,535029.6020000001,322865.775
2016,4,Campeche,21,Minería,506378.52,298313.23000000004
2017,4,Campeche,21,Minería,451178.704,379630.15
2018,4,Campeche,21,Minería,424954.549,424954.549
2019,4,Campeche,21,Minería,403372.021,491491.354
2020,4,Campeche,21,Minería,381161.692,327241.54
2021,4,Campeche,21,Minería,361089.045,330979.61399999994
2022,4,Campeche,21,Minería,336253.098,316273.152
2023,4,Campeche,21,Minería,306410.898,323635.535
2003,4,Campeche,21-1,Minería petrolera,861838.712,259624.158
2004,4,Campeche,21-1,Minería petrolera,863428.056,371527.76
2005,4,Campeche,21-1,Minería petrolera,837937.252,449580.367
2006,4,Campeche,21-1,Minería petrolera,799663.227,502075.479
2007,4,Campeche,21-1,Minería petrolera,745185.903,547243.356
2008,4,Campeche,21-1,Minería petrolera,682852.234,631571.386
2009,4,Campeche,21-1,Minería petrolera,611279.016,423332.948
2010,4,Campeche,21-1,Minería petrolera,581443.8,491347.297
2011,4,Campeche,21-1,Minería petrolera,564306.088,654306.724
2012,4,Campeche,21-1,Minería petrolera,540981.127,632521.611
2013,4,Campeche,21-1,Minería petrolera,540875.411,564241.782
2014,4,Campeche,21-1,Minería petrolera,534342.355,560252.361
2015,4,Campeche,21-1,Minería petrolera,534514.087,322542.492
2016,4,Campeche,21-1,Minería petrolera,505880.478,297963.7
2017,4,Campeche,21-1,Minería petrolera,450761.012,379257.733
2018,4,Campeche,21-1,Minería petrolera,424556.978,424556.978
2019,4,Campeche,21-1,Minería petrolera,402996.61,491066.08
2020,4,Campeche,21-1,Minería petrolera,380754.278,326793.382
2021,4,Campeche,21-1,Minería petrolera,360630.613,330482.595
2022,4,Campeche,21-1,Minería petrolera,335836.505,315824.842
2023,4,Campeche,21-1,Minería petrolera,305941.078,323049.533
2003,4,Campeche,21-2,Minería no petrolera,690.767,219.387
2004,4,Campeche,21-2,Minería no petrolera,696.106,205.514
2005,4,Campeche,21-2,Minería no petrolera,744.201,261.35
2006,4,Campeche,21-2,Minería no petrolera,746.582,339.029
2007,4,Campeche,21-2,Minería no petrolera,685.545,360.263
2008,4,Campeche,21-2,Minería no petrolera,527.438,288.363
2009,4,Campeche,21-2,Minería no petrolera,508.397,270.212
2010,4,Campeche,21-2,Minería no petrolera,513.621,334.887
2011,4,Campeche,21-2,Minería no petrolera,484.204,427.96
2012,4,Campeche,21-2,Minería no petrolera,491.741,431.96
2013,4,Campeche,21-2,Minería no petrolera,468.756,350.578
2014,4,Campeche,21-2,Minería no petrolera,467.291,337.555
2015,4,Campeche,21-2,Minería no petrolera,515.515,323.283
2016,4,Campeche,21-2,Minería no petrolera,498.042,349.53
2017,4,Campeche,21-2,Minería no petrolera,417.692,372.417
2018,4,Campeche,21-2,Minería no petrolera,397.571,397.571
2019,4,Campeche,21-2,Minería no petrolera,375.411,425.274
2020,4,Campeche,21-2,Minería no petrolera,407.414,448.158
2021,4,Campeche,21-2,Minería no petrolera,458.432,497.019
2022,4,Campeche,21-2,Minería no petrolera,416.593,448.31
2023,4,Campeche,21-2,Minería no petrolera,469.82,586.002
2003,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1470.819,1124.593
2004,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1812.965,1284.803
2005,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1817.064,1305.472
2006,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1802.168,1235.118
2007,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1746.8,1222.828
2008,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1944.883,1432.831
2009,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1984.831,1479.375
2010,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1850.691,1302.409
2011,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1860.849,1051.88
2012,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1806.122,852.555
2013,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1902.091,1150.896
2014,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1860.734,1301.712
2015,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1758.623,1203.526
2016,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1994.642,1413.098
2017,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1945.031,1812.484
2018,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1969.157,1969.157
2019,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1860.844,2176.788
2020,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1454.625,1503.648
2021,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1110.674,1436.988
