PERIODO,CVE_ENT,ENTIDAD,VALOR_USD
2014-01-01,23,Quintana Roo,24730143
2014-01-01,24,San Luis Potosí,169805664
2014-01-01,25,Sinaloa,130999202
2014-01-01,26,Sonora,82929078
2014-01-01,27,Tabasco,31517506
2014-01-01,28,Tamaulipas,207902908
2014-01-01,29,Tlaxcala,47905876
2014-01-01,30,Veracruz,244825370
2014-01-01,31,Yucatán,31628664
2014-01-01,32,Zacatecas,162198580
2014-04-01,1,Aguascalientes,86552642
2014-04-01,2,Baja California,160027234
2014-04-01,3,Baja California Sur,11849959
2014-04-01,4,Campeche,15710950
2014-04-01,5,Coahuila,95498750
2014-04-01,6,Colima,47626764
2014-04-01,7,Chiapas,151477346
2014-04-01,8,Chihuahua,151585164
2014-04-01,9,Ciudad de México,451567708
2014-04-01,10,Durango,129666998
2014-04-01,11,Guanajuato,584438959
2014-04-01,12,Guerrero,326511491
2014-04-01,13,Hidalgo,170612770
2014-04-01,14,Jalisco,506438213
2014-04-01,15,Estado de México,387826049
2014-04-01,16,Michoacán,581568920
2014-04-01,17,Morelos,148241517
2014-04-01,18,Nayarit,92512126
2014-04-01,19,Nuevo León,161476442
2014-04-01,20,Oaxaca,319240613
2014-04-01,21,Puebla,359106418
2014-04-01,22,Querétaro,105306359
2014-04-01,23,Quintana Roo,27256374
2014-04-01,24,San Luis Potosí,206434267
2014-04-01,25,Sinaloa,138422783
2014-04-01,26,Sonora,92441677
2014-04-01,27,Tabasco,39317665
2014-04-01,28,Tamaulipas,270415112
2014-04-01,29,Tlaxcala,58121714
2014-04-01,30,Veracruz,289173922
2014-04-01,31,Yucatán,34085122
2014-04-01,32,Zacatecas,186313867
2014-07-01,1,Aguascalientes,83263578
2014-07-01,2,Baja California,161000838
2014-07-01,3,Baja California Sur,12538076
2014-07-01,4,Campeche,15115521
2014-07-01,5,Coahuila,124127464
2014-07-01,6,Colima,70717774
2014-07-01,7,Chiapas,111622915
2014-07-01,8,Chihuahua,129269605
2014-07-01,9,Ciudad de México,347976749
2014-07-01,10,Durango,134311235
2014-07-01,11,Guanajuato,558178777
2014-07-01,12,Guerrero,326712481
2014-07-01,13,Hidalgo,195518466
2014-07-01,14,Jalisco,476572531
2014-07-01,15,Estado de México,381450294
2014-07-01,16,Michoacán,575991934
2014-07-01,17,Morelos,135852222
2014-07-01,18,Nayarit,99630944
2014-07-01,19,Nuevo León,161355893
2014-07-01,20,Oaxaca,321483323
2014-07-01,21,Puebla,353104608
2014-07-01,22,Querétaro,108780172
2014-07-01,23,Quintana Roo,28502499
2014-07-01,24,San Luis Potosí,209151716
2014-07-01,25,Sinaloa,126045016
2014-07-01,26,Sonora,85702358
2014-07-01,27,Tabasco,32476761
2014-07-01,28,Tamaulipas,195484037
2014-07-01,29,Tlaxcala,63218606
2014-07-01,30,Veracruz,278823285
2014-07-01,31,Yucatán,34384913
2014-07-01,32,Zacatecas,185483400
2014-10-01,1,Aguascalientes,85529142
2014-10-01,2,Baja California,159429415
2014-10-01,3,Baja California Sur,13224541
2014-10-01,4,Campeche,14040086
2014-10-01,5,Coahuila,102593588
2014-10-01,6,Colima,58408462
2014-10-01,7,Chiapas,126354135
2014-10-01,8,Chihuahua,147722795
2014-10-01,9,Ciudad de México,337483820
2014-10-01,10,Durango,132986329
2014-10-01,11,Guanajuato,511024238
2014-10-01,12,Guerrero,295317400
2014-10-01,13,Hidalgo,238265500
2014-10-01,14,Jalisco,559887147
2014-10-01,15,Estado de México,392776627
2014-10-01,16,Michoacán,624530480
2014-10-01,17,Morelos,137322701
2014-10-01,18,Nayarit,99432542
2014-10-01,19,Nuevo León,162087125
2014-10-01,20,Oaxaca,323984805
2014-10-01,21,Puebla,350598913
2014-10-01,22,Querétaro,109949501
2014-10-01,23,Quintana Roo,28163139
2014-10-01,24,San Luis Potosí,209916031
2014-10-01,25,Sinaloa,136645454
2014-10-01,26,Sonora,87376864
2014-10-01,27,Tabasco,32119020
2014-10-01,28,Tamaulipas,185033170
2014-10-01,29,Tlaxcala,57087097
2014-10-01,30,Veracruz,270617073
2014-10-01,31,Yucatán,33483148
2014-10-01,32,Zacatecas,190193693
2015-01-01,1,Aguascalientes,82780588
2015-01-01,2,Baja California,154719724
2015-01-01,3,Baja California Sur,11853519
2015-01-01,4,Campeche,13261175
2015-01-01,5,Coahuila,94561498
2015-01-01,6,Colima,58967087
2015-01-01,7,Chiapas,131116111
2015-01-01,8,Chihuahua,143827421
2015-01-01,9,Ciudad de México,256747143
2015-01-01,10,Durango,120570707
2015-01-01,11,Guanajuato,521286074
2015-01-01,12,Guerrero,293398991
2015-01-01,13,Hidalgo,186264068
2015-01-01,14,Jalisco,551452672
2015-01-01,15,Estado de México,380228052
2015-01-01,16,Michoacán,620446799
2015-01-01,17,Morelos,131356660
2015-01-01,18,Nayarit,91101765
2015-01-01,19,Nuevo León,149654970
2015-01-01,20,Oaxaca,316612046
2015-01-01,21,Puebla,329213532
2015-01-01,22,Querétaro,102211845
2015-01-01,23,Quintana Roo,27985174
2015-01-01,24,San Luis Potosí,184619177
2015-01-01,25,Sinaloa,132739848
2015-01-01,26,Sonora,87250238
2015-01-01,27,Tabasco,29231862
2015-01-01,28,Tamaulipas,146725582
2015-01-01,29,Tlaxcala,49883653
2015-01-01,30,Veracruz,256358178
2015-01-01,31,Yucatán,33356654
2015-01-01,32,Zacatecas,180227594
2015-04-01,1,Aguascalientes,90215377
2015-04-01,2,Baja California,173437383
2015-04-01,3,Baja California Sur,13197655
2015-04-01,4,Campeche,15304802
2015-04-01,5,Coahuila,115666427
2015-04-01,6,Colima,63022732
2015-04-01,7,Chiapas,138976845
2015-04-01,8,Chihuahua,179534494
2015-04-01,9,Ciudad de México,272139883
2015-04-01,10,Durango,201946500
2015-04-01,11,Guanajuato,549636396
2015-04-01,12,Guerrero,347612779
2015-04-01,13,Hidalgo,187413325
2015-04-01,14,Jalisco,516854846
2015-04-01,15,Estado de México,408153184
2015-04-01,16,Michoacán,598479145
2015-04-01,17,Morelos,169272906
2015-04-01,18,Nayarit,91458250
2015-04-01,19,Nuevo León,171364691
2015-04-01,20,Oaxaca,309891484
2015-04-01,21,Puebla,327477912
2015-04-01,22,Querétaro,119838154
2015-04-01,23,Quintana Roo,33444091
2015-04-01,24,San Luis Potosí,220110165
2015-04-01,25,Sinaloa,138160097
2015-04-01,26,Sonora,126767917
2015-04-01,27,Tabasco,86626018
2015-04-01,28,Tamaulipas,190653233
2015-04-01,29,Tlaxcala,133928339
2015-04-01,30,Veracruz,271876391
2015-04-01,31,Yucatán,40499291
2015-04-01,32,Zacatecas,190523984
2015-07-01,1,Aguascalientes,94603535
2015-07-01,2,Baja California,179236933
2015-07-01,3,Baja California Sur,13758127
2015-07-01,4,Campeche,15317832
2015-07-01,5,Coahuila,103400216
2015-07-01,6,Colima,57222816
2015-07-01,7,Chiapas,164466183
2015-07-01,8,Chihuahua,175270344
2015-07-01,9,Ciudad de México,275327285
2015-07-01,10,Durango,149878618
2015-07-01,11,Guanajuato,623359347
2015-07-01,12,Guerrero,338820996
2015-07-01,13,Hidalgo,198010423
2015-07-01,14,Jalisco,591559865
2015-07-01,15,Estado de México,416712578
2015-07-01,16,Michoacán,678555978
2015-07-01,17,Morelos,147001446
2015-07-01,18,Nayarit,115189381
2015-07-01,19,Nuevo León,171012704
2015-07-01,20,Oaxaca,353629117
2015-07-01,21,Puebla,367292601
2015-07-01,22,Querétaro,131037742
2015-07-01,23,Quintana Roo,31918663
2015-07-01,24,San Luis Potosí,242260538
2015-07-01,25,Sinaloa,137353682
2015-07-01,26,Sonora,97711527
2015-07-01,27,Tabasco,35123820
2015-07-01,28,Tamaulipas,185044340
2015-07-01,29,Tlaxcala,65651948
2015-07-01,30,Veracruz,293745513
2015-07-01,31,Yucatán,35867895
2015-07-01,32,Zacatecas,210318963
2015-10-01,1,Aguascalientes,89495691
2015-10-01,2,Baja California,166083550
2015-10-01,3,Baja California Sur,13558556
2015-10-01,4,Campeche,14280705
2015-10-01,5,Coahuila,98295632
2015-10-01,6,Colima,55564295
2015-10-01,7,Chiapas,158671977
2015-10-01,8,Chihuahua,164186595
2015-10-01,9,Ciudad de México,289985787
2015-10-01,10,Durango,138043259
2015-10-01,11,Guanajuato,563482010
2015-10-01,12,Guerrero,333296466
2015-10-01,13,Hidalgo,176615215
2015-10-01,14,Jalisco,566204665
2015-10-01,15,Estado de México,397406930
2015-10-01,16,Michoacán,653452691
2015-10-01,17,Morelos,142045403
2015-10-01,18,Nayarit,104594790
2015-10-01,19,Nuevo León,161856042
2015-10-01,20,Oaxaca,318945218
2015-10-01,21,Puebla,349491860
2015-10-01,22,Querétaro,116821152
2015-10-01,23,Quintana Roo,30897769
2015-10-01,24,San Luis Potosí,222767168
2015-10-01,25,Sinaloa,132719867
2015-10-01,26,Sonora,97358731
2015-10-01,27,Tabasco,34683259
2015-10-01,28,Tamaulipas,171730698
2015-10-01,29,Tlaxcala,56196972
2015-10-01,30,Veracruz,269391864
2015-10-01,31,Yucatán,33809900
2015-10-01,32,Zacatecas,195417211
2016-01-01,1,Aguascalientes,91911207
2016-01-01,2,Baja California,166873518
2016-01-01,3,Baja California Sur,13227018
2016-01-01,4,Campeche,14643297
2016-01-01,5,Coahuila,95761816
2016-01-01,6,Colima,57462815
2016-01-01,7,Chiapas,149641328
2016-01-01,8,Chihuahua,165693547
2016-01-01,9,Ciudad de México,319174049
2016-01-01,10,Durango,131825190
2016-01-01,11,Guanajuato,557394419
2016-01-01,12,Guerrero,341976775
2016-01-01,13,Hidalgo,170680601
2016-01-01,14,Jalisco,599090378
2016-01-01,15,Estado de México,389767806
2016-01-01,16,Michoacán,659286064
2016-01-01,17,Morelos,142136502
2016-01-01,18,Nayarit,97494628
2016-01-01,19,Nuevo León,159573663
2016-01-01,20,Oaxaca,333084097
2016-01-01,21,Puebla,349000428
2016-01-01,22,Querétaro,112473539
2016-01-01,23,Quintana Roo,30062000
2016-01-01,24,San Luis Potosí,211518493
2016-01-01,25,Sinaloa,139608646
2016-01-01,26,Sonora,101864361
2016-01-01,27,Tabasco,33172463
2016-01-01,28,Tamaulipas,151350807
2016-01-01,29,Tlaxcala,50543222
2016-01-01,30,Veracruz,266682054
2016-01-01,31,Yucatán,33548850
2016-01-01,32,Zacatecas,198881523
2016-04-01,1,Aguascalientes,102595278
2016-04-01,2,Baja California,177695751
2016-04-01,3,Baja California Sur,14641815
2016-04-01,4,Campeche,17176310
2016-04-01,5,Coahuila,109507961
2016-04-01,6,Colima,63189882
2016-04-01,7,Chiapas,148717831
2016-04-01,8,Chihuahua,184841150
2016-04-01,9,Ciudad de México,361972121
2016-04-01,10,Durango,159115792
2016-04-01,11,Guanajuato,640021758
2016-04-01,12,Guerrero,369409067
2016-04-01,13,Hidalgo,206612226
2016-04-01,14,Jalisco,666038385
2016-04-01,15,Estado de México,426820674
2016-04-01,16,Michoacán,720357649
2016-04-01,17,Morelos,155549317
2016-04-01,18,Nayarit,113292186
2016-04-01,19,Nuevo León,169719958
2016-04-01,20,Oaxaca,371477069
2016-04-01,21,Puebla,387053053
2016-04-01,22,Querétaro,141524281
2016-04-01,23,Quintana Roo,33060445
2016-04-01,24,San Luis Potosí,252928721
2016-04-01,25,Sinaloa,150396091
2016-04-01,26,Sonora,115046339
2016-04-01,27,Tabasco,41227443
2016-04-01,28,Tamaulipas,177170997
2016-04-01,29,Tlaxcala,61558424
2016-04-01,30,Veracruz,302255563
2016-04-01,31,Yucatán,37411069
2016-04-01,32,Zacatecas,234512403
2016-07-01,1,Aguascalientes,106148115
2016-07-01,2,Baja California,172099173
2016-07-01,3,Baja California Sur,14572868
2016-07-01,4,Campeche,17709814
2016-07-01,5,Coahuila,111191807
2016-07-01,6,Colima,65239254
2016-07-01,7,Chiapas,148138289
2016-07-01,8,Chihuahua,188608836
2016-07-01,9,Ciudad de México,379647575
2016-07-01,10,Durango,168865428
2016-07-01,11,Guanajuato,639005860
2016-07-01,12,Guerrero,339325979
2016-07-01,13,Hidalgo,207097314
2016-07-01,14,Jalisco,652823977
2016-07-01,15,Estado de México,411118353
2016-07-01,16,Michoacán,702657430
2016-07-01,17,Morelos,148820554
2016-07-01,18,Nayarit,121289155
2016-07-01,19,Nuevo León,160019792
2016-07-01,20,Oaxaca,372749013
2016-07-01,21,Puebla,379759713
2016-07-01,22,Querétaro,141699269
2016-07-01,23,Quintana Roo,34621297
2016-07-01,24,San Luis Potosí,262502969
2016-07-01,25,Sinaloa,170151269
2016-07-01,26,Sonora,104106041
2016-07-01,27,Tabasco,41029617
2016-07-01,28,Tamaulipas,172302809
2016-07-01,29,Tlaxcala,67424385
2016-07-01,30,Veracruz,292005908
2016-07-01,31,Yucatán,38040415
2016-07-01,32,Zacatecas,235660709
2016-10-01,1,Aguascalientes,105047880
2016-10-01,2,Baja California,166893081
2016-10-01,3,Baja California Sur,13673603
2016-10-01,4,Campeche,17478947
2016-10-01,5,Coahuila,114466015
2016-10-01,6,Colima,72063999
2016-10-01,7,Chiapas,146538405
2016-10-01,8,Chihuahua,176385170
2016-10-01,9,Ciudad de México,374532217
2016-10-01,10,Durango,161356878
2016-10-01,11,Guanajuato,623198327
2016-10-01,12,Guerrero,355701847
2016-10-01,13,Hidalgo,200819499
2016-10-01,14,Jalisco,663225188
2016-10-01,15,Estado de México,422518090
2016-10-01,16,Michoacán,739157854
2016-10-01,17,Morelos,151261525
2016-10-01,18,Nayarit,116280867
2016-10-01,19,Nuevo León,174867224
2016-10-01,20,Oaxaca,383629508
2016-10-01,21,Puebla,385315176
2016-10-01,22,Querétaro,139042897
2016-10-01,23,Quintana Roo,35635003
2016-10-01,24,San Luis Potosí,259324086
2016-10-01,25,Sinaloa,177555754
2016-10-01,26,Sonora,101606906
2016-10-01,27,Tabasco,43158576
2016-10-01,28,Tamaulipas,169063049
2016-10-01,29,Tlaxcala,60327103
2016-10-01,30,Veracruz,294846159
2016-10-01,31,Yucatán,37444469
2016-10-01,32,Zacatecas,233993388
2017-01-01,1,Aguascalientes,102456888
2017-01-01,2,Baja California,169119781
2017-01-01,3,Baja California Sur,15253605
2017-01-01,4,Campeche,18020062
2017-01-01,5,Coahuila,113000034
2017-01-01,6,Colima,66234505
2017-01-01,7,Chiapas,157838076
2017-01-01,8,Chihuahua,187878988
2017-01-01,9,Ciudad de México,313204213
2017-01-01,10,Durango,153625181
2017-01-01,11,Guanajuato,618644126
2017-01-01,12,Guerrero,368274208
2017-01-01,13,Hidalgo,194540050
2017-01-01,14,Jalisco,665457403
2017-01-01,15,Estado de México,422436780
2017-01-01,16,Michoacán,720776862
2017-01-01,17,Morelos,152046927
2017-01-01,18,Nayarit,109137069
2017-01-01,19,Nuevo León,204000242
2017-01-01,20,Oaxaca,388090236
2017-01-01,21,Puebla,393399711
2017-01-01,22,Querétaro,134686549
2017-01-01,23,Quintana Roo,34246775
2017-01-01,24,San Luis Potosí,249666832
2017-01-01,25,Sinaloa,174114522
2017-01-01,26,Sonora,102417364
2017-01-01,27,Tabasco,38493126
2017-01-01,28,Tamaulipas,157928152
2017-01-01,29,Tlaxcala,55664552
2017-01-01,30,Veracruz,312643142
2017-01-01,31,Yucatán,42215363
2017-01-01,32,Zacatecas,229825580
2017-04-01,1,Aguascalientes,112822083
2017-04-01,2,Baja California,193512158
2017-04-01,3,Baja California Sur,16584382
2017-04-01,4,Campeche,19604943
2017-04-01,5,Coahuila,129676078
2017-04-01,6,Colima,77768869
2017-04-01,7,Chiapas,165364377
2017-04-01,8,Chihuahua,205669568
2017-04-01,9,Ciudad de México,332853041
2017-04-01,10,Durango,186625771
2017-04-01,11,Guanajuato,722198592
2017-04-01,12,Guerrero,395552112
2017-04-01,13,Hidalgo,220916656
2017-04-01,14,Jalisco,730088273
2017-04-01,15,Estado de México,454914912
2017-04-01,16,Michoacán,781654596
2017-04-01,17,Morelos,170057636
2017-04-01,18,Nayarit,125037686
2017-04-01,19,Nuevo León,222295655
2017-04-01,20,Oaxaca,397208596
2017-04-01,21,Puebla,421691781
2017-04-01,22,Querétaro,155277278
2017-04-01,23,Quintana Roo,36836673
2017-04-01,24,San Luis Potosí,295201014
2017-04-01,25,Sinaloa,188338710
2017-04-01,26,Sonora,114087343
2017-04-01,27,Tabasco,40921698
2017-04-01,28,Tamaulipas,183311137
2017-04-01,29,Tlaxcala,64923736
2017-04-01,30,Veracruz,337513017
2017-04-01,31,Yucatán,46334198
2017-04-01,32,Zacatecas,268234876
2017-07-01,1,Aguascalientes,114073725
2017-07-01,2,Baja California,202181808
2017-07-01,3,Baja California Sur,17891617
2017-07-01,4,Campeche,20089953
2017-07-01,5,Coahuila,135143219
2017-07-01,6,Colima,79606138
2017-07-01,7,Chiapas,171654913
2017-07-01,8,Chihuahua,215593021
2017-07-01,9,Ciudad de México,345980981
2017-07-01,10,Durango,200859919
2017-07-01,11,Guanajuato,722222797
2017-07-01,12,Guerrero,373040447
2017-07-01,13,Hidalgo,220762887
2017-07-01,14,Jalisco,735235772
2017-07-01,15,Estado de México,461292464
2017-07-01,16,Michoacán,771493501
2017-07-01,17,Morelos,169762832
2017-07-01,18,Nayarit,136732196
2017-07-01,19,Nuevo León,223123842
2017-07-01,20,Oaxaca,391882248
2017-07-01,21,Puebla,418899529
2017-07-01,22,Querétaro,157848110
2017-07-01,23,Quintana Roo,39007306
2017-07-01,24,San Luis Potosí,302203410
2017-07-01,25,Sinaloa,181626979
2017-07-01,26,Sonora,118546903
2017-07-01,27,Tabasco,44700500
2017-07-01,28,Tamaulipas,197628326
2017-07-01,29,Tlaxcala,70656077
2017-07-01,30,Veracruz,336256594
2017-07-01,31,Yucatán,47921601
2017-07-01,32,Zacatecas,268589429
2017-10-01,1,Aguascalientes,115364536
2017-10-01,2,Baja California,199822472
2017-10-01,3,Baja California Sur,18232321
2017-10-01,4,Campeche,19721964
2017-10-01,5,Coahuila,157613875
2017-10-01,6,Colima,87913984
2017-10-01,7,Chiapas,173418668
2017-10-01,8,Chihuahua,219362583
2017-10-01,9,Ciudad de México,338172299
2017-10-01,10,Durango,195645293
2017-10-01,11,Guanajuato,743159802
2017-10-01,12,Guerrero,398172998
2017-10-01,13,Hidalgo,222700832
2017-10-01,14,Jalisco,787160783
2017-10-01,15,Estado de México,475831358
2017-10-01,16,Michoacán,849436396
2017-10-01,17,Morelos,169766846
2017-10-01,18,Nayarit,137555404
2017-10-01,19,Nuevo León,234257797
2017-10-01,20,Oaxaca,403261192
2017-10-01,21,Puebla,427819056
2017-10-01,22,Querétaro,159782906
2017-10-01,23,Quintana Roo,40222671
2017-10-01,24,San Luis Potosí,309631360
2017-10-01,25,Sinaloa,195472270
2017-10-01,26,Sonora,124558465
2017-10-01,27,Tabasco,45554406
2017-10-01,28,Tamaulipas,201707910
2017-10-01,29,Tlaxcala,65861363
2017-10-01,30,Veracruz,337851598
2017-10-01,31,Yucatán,48147198
2017-10-01,32,Zacatecas,268810216
2018-01-01,1,Aguascalientes,104536565
2018-01-01,2,Baja California,187659185
2018-01-01,3,Baja California Sur,17124094
2018-01-01,4,Campeche,17431286
2018-01-01,5,Coahuila,139459365
2018-01-01,6,Colima,85641303
2018-01-01,7,Chiapas,173940631
2018-01-01,8,Chihuahua,205260533
2018-01-01,9,Ciudad de México,307552695
2018-01-01,10,Durango,164321368
2018-01-01,11,Guanajuato,645489426
2018-01-01,12,Guerrero,374552222
2018-01-01,13,Hidalgo,190249237
2018-01-01,14,Jalisco,718783584
2018-01-01,15,Estado de México,426818053
2018-01-01,16,Michoacán,750739658
2018-01-01,17,Morelos,151196881
2018-01-01,18,Nayarit,114038265
2018-01-01,19,Nuevo León,209779913
2018-01-01,20,Oaxaca,378362919
2018-01-01,21,Puebla,391326973
2018-01-01,22,Querétaro,134968727
2018-01-01,23,Quintana Roo,38070382
2018-01-01,24,San Luis Potosí,261933241
2018-01-01,25,Sinaloa,179509245
2018-01-01,26,Sonora,114885431
2018-01-01,27,Tabasco,43529694
2018-01-01,28,Tamaulipas,174428337
2018-01-01,29,Tlaxcala,53184196
2018-01-01,30,Veracruz,297563933
2018-01-01,31,Yucatán,45136653
2018-01-01,32,Zacatecas,234663943
2018-04-01,1,Aguascalientes,130130626
2018-04-01,2,Baja California,231235079
2018-04-01,3,Baja California Sur,20628090
2018-04-01,4,Campeche,21284555
2018-04-01,5,Coahuila,156563296
2018-04-01,6,Colima,85943985
2018-04-01,7,Chiapas,217382002
2018-04-01,8,Chihuahua,266306353
2018-04-01,9,Ciudad de México,387662227
2018-04-01,10,Durango,225646875
2018-04-01,11,Guanajuato,847337656
2018-04-01,12,Guerrero,451738939
2018-04-01,13,Hidalgo,257201506
2018-04-01,14,Jalisco,914500622
2018-04-01,15,Estado de México,526471247
2018-04-01,16,Michoacán,938080166
2018-04-01,17,Morelos,186184633
2018-04-01,18,Nayarit,148196298
2018-04-01,19,Nuevo León,258396701
2018-04-01,20,Oaxaca,491659682
2018-04-01,21,Puebla,472123988
2018-04-01,22,Querétaro,185628739
2018-04-01,23,Quintana Roo,43070539
2018-04-01,24,San Luis Potosí,347852793
2018-04-01,25,Sinaloa,217222989
2018-04-01,26,Sonora,145355967
2018-04-01,27,Tabasco,55974830
2018-04-01,28,Tamaulipas,219903458
2018-04-01,29,Tlaxcala,70252008
2018-04-01,30,Veracruz,385927407
2018-04-01,31,Yucatán,53920557
2018-04-01,32,Zacatecas,313498439
2018-07-01,1,Aguascalientes,122582918
2018-07-01,2,Baja California,225096392
2018-07-01,3,Baja California Sur,20381497
2018-07-01,4,Campeche,21633827
2018-07-01,5,Coahuila,154023738
2018-07-01,6,Colima,76066774
2018-07-01,7,Chiapas,223290055
2018-07-01,8,Chihuahua,261495627
2018-07-01,9,Ciudad de México,354326678
2018-07-01,10,Durango,226456183
2018-07-01,11,Guanajuato,788758175
2018-07-01,12,Guerrero,405166878
2018-07-01,13,Hidalgo,242716778
2018-07-01,14,Jalisco,816895461
2018-07-01,15,Estado de México,496562116
2018-07-01,16,Michoacán,849496368
2018-07-01,17,Morelos,175186975
2018-07-01,18,Nayarit,144545732
2018-07-01,19,Nuevo León,241739528
2018-07-01,20,Oaxaca,443046774
2018-07-01,21,Puebla,445122268
2018-07-01,22,Querétaro,178093498
2018-07-01,23,Quintana Roo,43996286
2018-07-01,24,San Luis Potosí,333335676
2018-07-01,25,Sinaloa,203855670
2018-07-01,26,Sonora,139002642
2018-07-01,27,Tabasco,55960154
2018-07-01,28,Tamaulipas,213120893
2018-07-01,29,Tlaxcala,72450320
2018-07-01,30,Veracruz,371758787
2018-07-01,31,Yucatán,53275637
2018-07-01,32,Zacatecas,287981508
2018-10-01,1,Aguascalientes,128919412
2018-10-01,2,Baja California,231127240
2018-10-01,3,Baja California Sur,21516347
2018-10-01,4,Campeche,21376892
2018-10-01,5,Coahuila,155621679
2018-10-01,6,Colima,83390094
2018-10-01,7,Chiapas,230352143
2018-10-01,8,Chihuahua,262269020
2018-10-01,9,Ciudad de México,417082752
2018-10-01,10,Durango,217350652
2018-10-01,11,Guanajuato,827061706
2018-10-01,12,Guerrero,437888152
2018-10-01,13,Hidalgo,242311401
2018-10-01,14,Jalisco,897937119
2018-10-01,15,Estado de México,518059229
2018-10-01,16,Michoacán,964998162
2018-10-01,17,Morelos,183336324
2018-10-01,18,Nayarit,154513493
2018-10-01,19,Nuevo León,241741999
2018-10-01,20,Oaxaca,476882835
2018-10-01,21,Puebla,448292943
2018-10-01,22,Querétaro,176560768
2018-10-01,23,Quintana Roo,46028358
2018-10-01,24,San Luis Potosí,330337227
2018-10-01,25,Sinaloa,228857388
2018-10-01,26,Sonora,146233829
2018-10-01,27,Tabasco,59094681
2018-10-01,28,Tamaulipas,207551356
2018-10-01,29,Tlaxcala,67799272
2018-10-01,30,Veracruz,370254016
2018-10-01,31,Yucatán,54626428
2018-10-01,32,Zacatecas,292901561
2019-01-01,1,Aguascalientes,112806644
2019-01-01,2,Baja California,206565932
2019-01-01,3,Baja California Sur,19555512
2019-01-01,4,Campeche,19330358
2019-01-01,5,Coahuila,142602414
2019-01-01,6,Colima,68846392
2019-01-01,7,Chiapas,227687846
2019-01-01,8,Chihuahua,247390028
2019-01-01,9,Ciudad de México,389560795
2019-01-01,10,Durango,182717621
2019-01-01,11,Guanajuato,705086951
2019-01-01,12,Guerrero,406172971
2019-01-01,13,Hidalgo,205982731
2019-01-01,14,Jalisco,784268166
2019-01-01,15,Estado de México,464375491
2019-01-01,16,Michoacán,805366404
2019-01-01,17,Morelos,163311702
2019-01-01,18,Nayarit,126775257
2019-01-01,19,Nuevo León,219818853
2019-01-01,20,Oaxaca,408608048
2019-01-01,21,Puebla,407120245
2019-01-01,22,Querétaro,149803549
2019-01-01,23,Quintana Roo,42766197
2019-01-01,24,San Luis Potosí,287848395
2019-01-01,25,Sinaloa,206632044
2019-01-01,26,Sonora,135048224
2019-01-01,27,Tabasco,60972048
2019-01-01,28,Tamaulipas,189313982
2019-01-01,29,Tlaxcala,55250323
2019-01-01,30,Veracruz,331140213
2019-01-01,31,Yucatán,49551910
2019-01-01,32,Zacatecas,249819949
2019-04-01,1,Aguascalientes,132508134
2019-04-01,2,Baja California,239604253
2019-04-01,3,Baja California Sur,22690153
2019-04-01,4,Campeche,24397504
2019-04-01,5,Coahuila,169844349
2019-04-01,6,Colima,78791087
2019-04-01,7,Chiapas,286996470
2019-04-01,8,Chihuahua,304594111
2019-04-01,9,Ciudad de México,452389898
2019-04-01,10,Durango,232089093
2019-04-01,11,Guanajuato,877632551
2019-04-01,12,Guerrero,472901118
2019-04-01,13,Hidalgo,261254460
2019-04-01,14,Jalisco,916809173
2019-04-01,15,Estado de México,551826322
2019-04-01,16,Michoacán,943669245
2019-04-01,17,Morelos,191355958
2019-04-01,18,Nayarit,154201143
2019-04-01,19,Nuevo León,259411282
2019-04-01,20,Oaxaca,484777263
2019-04-01,21,Puebla,475504589
2019-04-01,22,Querétaro,189964875
2019-04-01,23,Quintana Roo,50519747
2019-04-01,24,San Luis Potosí,360610901
2019-04-01,25,Sinaloa,241938784
2019-04-01,26,Sonora,160002089
2019-04-01,27,Tabasco,81838152
2019-04-01,28,Tamaulipas,238695792
2019-04-01,29,Tlaxcala,70051335
2019-04-01,30,Veracruz,407072723
2019-04-01,31,Yucatán,58144454
2019-04-01,32,Zacatecas,303288729
2019-07-01,1,Aguascalientes,140864752
2019-07-01,2,Baja California,253756900
2019-07-01,3,Baja California Sur,23312078
2019-07-01,4,Campeche,25001906
2019-07-01,5,Coahuila,176197564
2019-07-01,6,Colima,81862435
2019-07-01,7,Chiapas,276814984
2019-07-01,8,Chihuahua,311996913
2019-07-01,9,Ciudad de México,469853664
2019-07-01,10,Durango,255822667
2019-07-01,11,Guanajuato,928713420
2019-07-01,12,Guerrero,467014159
2019-07-01,13,Hidalgo,275170526
2019-07-01,14,Jalisco,955350665
2019-07-01,15,Estado de México,558373353
2019-07-01,16,Michoacán,988416496
2019-07-01,17,Morelos,193356843
2019-07-01,18,Nayarit,164774825
2019-07-01,19,Nuevo León,256175865
2019-07-01,20,Oaxaca,517644666
2019-07-01,21,Puebla,489336990
2019-07-01,22,Querétaro,202424254
2019-07-01,23,Quintana Roo,50706006
2019-07-01,24,San Luis Potosí,379729150
2019-07-01,25,Sinaloa,247450180
2019-07-01,26,Sonora,160271017
2019-07-01,27,Tabasco,64607747
2019-07-01,28,Tamaulipas,243600245
2019-07-01,29,Tlaxcala,75044256
2019-07-01,30,Veracruz,430018434
2019-07-01,31,Yucatán,60952603
2019-07-01,32,Zacatecas,316113052
2019-10-01,1,Aguascalientes,131414558
2019-10-01,2,Baja California,236067859
2019-10-01,3,Baja California Sur,23222247
2019-10-01,4,Campeche,22488120
2019-10-01,5,Coahuila,168825774
