PERIODO,CVE_ENT,ENTIDAD,VALOR_USD
2025-04-01,18,Nayarit,197105216
2025-04-01,19,Nuevo León,289161699
2025-04-01,20,Oaxaca,869878572
2025-04-01,21,Puebla,856228693
2025-04-01,22,Querétaro,308924021
2025-04-01,23,Quintana Roo,84329129
2025-04-01,24,San Luis Potosí,517980083
2025-04-01,25,Sinaloa,184257779
2025-04-01,26,Sonora,174590749
2025-04-01,27,Tabasco,83344641
2025-04-01,28,Tamaulipas,245477879
2025-04-01,29,Tlaxcala,101140881
2025-04-01,30,Veracruz,657860910
2025-04-01,31,Yucatán,113791794
2025-04-01,32,Zacatecas,481676728
2025-07-01,1,Aguascalientes,243942924
2025-07-01,2,Baja California,507084570
2025-07-01,3,Baja California Sur,37442769
2025-07-01,4,Campeche,47332805
2025-07-01,5,Coahuila,218389485
2025-07-01,6,Colima,105734576
2025-07-01,7,Chiapas,1105061444
2025-07-01,8,Chihuahua,348201118
2025-07-01,9,Ciudad de México,954310121
2025-07-01,10,Durango,352253445
2025-07-01,11,Guanajuato,1459981387
2025-07-01,12,Guerrero,873035909
2025-07-01,13,Hidalgo,476140520
2025-07-01,14,Jalisco,1306710955
2025-07-01,15,Estado de México,933313857
2025-07-01,16,Michoacán,1376265946
2025-07-01,17,Morelos,308427488
2025-07-01,18,Nayarit,202242849
2025-07-01,19,Nuevo León,307426246
2025-07-01,20,Oaxaca,941653115
2025-07-01,21,Puebla,910201001
2025-07-01,22,Querétaro,324583860
2025-07-01,23,Quintana Roo,91453721
2025-07-01,24,San Luis Potosí,548199752
2025-07-01,25,Sinaloa,195973849
2025-07-01,26,Sonora,180694056
2025-07-01,27,Tabasco,85486781
2025-07-01,28,Tamaulipas,255392136
2025-07-01,29,Tlaxcala,113999975
2025-07-01,30,Veracruz,703105627
2025-07-01,31,Yucatán,121315136
2025-07-01,32,Zacatecas,515377276
2025-10-01,1,Aguascalientes,241050260
2025-10-01,2,Baja California,450056795
2025-10-01,3,Baja California Sur,38260985
2025-10-01,4,Campeche,44137495
2025-10-01,5,Coahuila,223593495
2025-10-01,6,Colima,110236054
2025-10-01,7,Chiapas,1016817273
2025-10-01,8,Chihuahua,358498752
2025-10-01,9,Ciudad de México,1173841961
2025-10-01,10,Durango,337827321
2025-10-01,11,Guanajuato,1452399870
2025-10-01,12,Guerrero,869321842
2025-10-01,13,Hidalgo,450044279
2025-10-01,14,Jalisco,1331210759
2025-10-01,15,Estado de México,907777671
2025-10-01,16,Michoacán,1422617643
2025-10-01,17,Morelos,301640520
2025-10-01,18,Nayarit,205823112
2025-10-01,19,Nuevo León,314177819
2025-10-01,20,Oaxaca,889320202
2025-10-01,21,Puebla,871469366
2025-10-01,22,Querétaro,306306548
2025-10-01,23,Quintana Roo,95264579
2025-10-01,24,San Luis Potosí,536595874
2025-10-01,25,Sinaloa,208245933
2025-10-01,26,Sonora,192544169
2025-10-01,27,Tabasco,82376700
2025-10-01,28,Tamaulipas,255176128
2025-10-01,29,Tlaxcala,105681391
2025-10-01,30,Veracruz,660552207
2025-10-01,31,Yucatán,119215330
2025-10-01,32,Zacatecas,509641745
